Company,Phone,Website,Street,City,State,Zip,Industry,Primary Pitch,Core Service Bundle,MSP-Interim Wedges
3DX,949-719-1165,http://www.go3dx.com,,,California,,Other,Universal SMB managed IT + security + M365,My IT · My Security · My Office · My Continuity · My Compliance,Chat.AI — private-tenant enterprise AI | My AI — AI strategy session: 30-min assessment of where AI moves the needle | Nexus Assess Pulse — external vuln + pen-test for cyber insurance | My AI Lead Gen — AI-driven outbound lead generation | My SEO — digital presence + search visibility
Martinian Lawyers,323-850-1900,http://www.martinianlaw.com,2801 Cahuenga Blvd W,Los Angeles,California,90068,Legal,M365 + secure file management + privileged-communications protection,My Office · My Security · My IT · My Compliance · My Continuity,"Chat.AI — private AI for legal research, drafting, and doc review (attorney-client privilege preserved; no training on firm data) | My AI — legal workflow automation (intake triage, matter summarization, e-discovery) | My Compliance — client-data protection review (state bar, HIPAA for med-mal, PCI for retainer processing) | My Security — email security + BEC wire-fraud prevention (top legal-sector risk) | Nexus Assess Pulse — pen test for cyber insurance"
"FastPay, an AvidXchange Company",310-651-9200,http://www.gofastpay.com,8201 Beverly Blvd,Los Angeles,California,90048-4505,Other,Universal SMB managed IT + security + M365,My IT · My Security · My Office · My Continuity · My Compliance,Chat.AI — private-tenant enterprise AI | My AI — AI strategy session: 30-min assessment of where AI moves the needle | Nexus Assess Pulse — external vuln + pen-test for cyber insurance | My AI Lead Gen — AI-driven outbound lead generation | My SEO — digital presence + search visibility
Los Angeles County Law Library,213-785-2529,http://www.lalawlibrary.org,301 W 1st St,Los Angeles,California,90012,Legal,M365 + secure file management + privileged-communications protection,My Office · My Security · My IT · My Compliance · My Continuity,"Chat.AI — private AI for legal research, drafting, and doc review (attorney-client privilege preserved; no training on firm data) | My AI — legal workflow automation (intake triage, matter summarization, e-discovery) | My Compliance — client-data protection review (state bar, HIPAA for med-mal, PCI for retainer processing) | My Security — email security + BEC wire-fraud prevention (top legal-sector risk) | Nexus Assess Pulse — pen test for cyber insurance"
"A-Z Bus Sales, Inc",800-437-5522,http://www.a-zbus.com,1900 S Riverside Ave,Colton,California,92324,Other,Universal SMB managed IT + security + M365,My IT · My Security · My Office · My Continuity · My Compliance,Chat.AI — private-tenant enterprise AI | My AI — AI strategy session: 30-min assessment of where AI moves the needle | Nexus Assess Pulse — external vuln + pen-test for cyber insurance | My AI Lead Gen — AI-driven outbound lead generation | My SEO — digital presence + search visibility
"Arash Law - Arash Law led by Arash Khorsandi, Esq.",310-277-7529,http://www.arashlaw.com,2960 Wilshire Blvd,Los Angeles,California,90010-1100,Legal,M365 + secure file management + privileged-communications protection,My Office · My Security · My IT · My Compliance · My Continuity,"Chat.AI — private AI for legal research, drafting, and doc review (attorney-client privilege preserved; no training on firm data) | My AI — legal workflow automation (intake triage, matter summarization, e-discovery) | My Compliance — client-data protection review (state bar, HIPAA for med-mal, PCI for retainer processing) | My Security — email security + BEC wire-fraud prevention (top legal-sector risk) | Nexus Assess Pulse — pen test for cyber insurance"
English Bay Batter,604-540-0622,http://www.englishbaycookies.com,,Ontario,California,91764,Other,Universal SMB managed IT + security + M365,My IT · My Security · My Office · My Continuity · My Compliance,Chat.AI — private-tenant enterprise AI | My AI — AI strategy session: 30-min assessment of where AI moves the needle | Nexus Assess Pulse — external vuln + pen-test for cyber insurance | My AI Lead Gen — AI-driven outbound lead generation | My SEO — digital presence + search visibility
85 Degree C Bakery & Cafe,,,,Los Angeles,California,,Hospitality & F&B,Restaurant / hotel IT + POS + WiFi + SEO + content,My IT · My SEO · My Sip · My Security · My Office,"My SEO — restaurant SEO + WordPress program (proven 213 entries / 340 hrs / 4 mo YTD) | My AI — reservation triage, review-response automation, menu personalization | Chat.AI — guest-facing AI concierge (private, no customer-data training) | My AI Lead Gen — event / corporate catering lead gen | My Compliance — PCI-DSS payment-card compliance review"
Fluid Components International (FCI),760-744-6950,http://www.fluidcomponents.com,1755 La Costa Meadows Dr,San Marcos,California,92078,Other,Universal SMB managed IT + security + M365,My IT · My Security · My Office · My Continuity · My Compliance,Chat.AI — private-tenant enterprise AI | My AI — AI strategy session: 30-min assessment of where AI moves the needle | Nexus Assess Pulse — external vuln + pen-test for cyber insurance | My AI Lead Gen — AI-driven outbound lead generation | My SEO — digital presence + search visibility
Englekirk Structural Engineers / Englekirk Institutional,323-733-6673,http://www.englekirk.com,888 S Figueroa St,Los Angeles,California,90017,Other,Universal SMB managed IT + security + M365,My IT · My Security · My Office · My Continuity · My Compliance,Chat.AI — private-tenant enterprise AI | My AI — AI strategy session: 30-min assessment of where AI moves the needle | Nexus Assess Pulse — external vuln + pen-test for cyber insurance | My AI Lead Gen — AI-driven outbound lead generation | My SEO — digital presence + search visibility
Dedicated Defined Benefit Services,866-269-2706,http://www.dedicated-db.com,550 N Brand Blvd,Glendale,California,91203,Professional Services,Managed M365 + secure file collaboration + client-data protection,My Office · My IT · My Security · My Compliance · My Continuity,"Chat.AI — private AI for client-facing teams (confidentiality-safe) | My AI — proposal generation, research automation, client-brief drafting | My Compliance — client-data handling review (often driven by client security questionnaires) | My AI Lead Gen — B2B services prospecting from public signals | My Dev — custom client portals / client-ops tooling"
FEAST,323-792-6851,http://www.feastforall.org,3655 S Grand Ave,Los Angeles,California,90007,Other,Universal SMB managed IT + security + M365,My IT · My Security · My Office · My Continuity · My Compliance,Chat.AI — private-tenant enterprise AI | My AI — AI strategy session: 30-min assessment of where AI moves the needle | Nexus Assess Pulse — external vuln + pen-test for cyber insurance | My AI Lead Gen — AI-driven outbound lead generation | My SEO — digital presence + search visibility
Irwin Partners Architects,714-557-2448,http://www.ipaoc.com,245 Fischer Ave,Costa Mesa,California,92626-4514,Professional Services,Managed M365 + secure file collaboration + client-data protection,My Office · My IT · My Security · My Compliance · My Continuity,"Chat.AI — private AI for client-facing teams (confidentiality-safe) | My AI — proposal generation, research automation, client-brief drafting | My Compliance — client-data handling review (often driven by client security questionnaires) | My AI Lead Gen — B2B services prospecting from public signals | My Dev — custom client portals / client-ops tooling"
Interlock Equity,310-598-1848,http://www.interlockequity.com,12400 Wilshire Blvd,Los Angeles,California,90025-1019,Other,Universal SMB managed IT + security + M365,My IT · My Security · My Office · My Continuity · My Compliance,Chat.AI — private-tenant enterprise AI | My AI — AI strategy session: 30-min assessment of where AI moves the needle | Nexus Assess Pulse — external vuln + pen-test for cyber insurance | My AI Lead Gen — AI-driven outbound lead generation | My SEO — digital presence + search visibility
J&Y Law Firm,310-774-0778,http://www.jnylaw.com,1875 Century Park E,Los Angeles,California,90067,Legal,M365 + secure file management + privileged-communications protection,My Office · My Security · My IT · My Compliance · My Continuity,"Chat.AI — private AI for legal research, drafting, and doc review (attorney-client privilege preserved; no training on firm data) | My AI — legal workflow automation (intake triage, matter summarization, e-discovery) | My Compliance — client-data protection review (state bar, HIPAA for med-mal, PCI for retainer processing) | My Security — email security + BEC wire-fraud prevention (top legal-sector risk) | Nexus Assess Pulse — pen test for cyber insurance"
Instituto de Educacion Popular del Sur de California,213-252-2952,http://www.idepsca.org,1565 W 14th St,Los Angeles,California,90015,Other,Universal SMB managed IT + security + M365,My IT · My Security · My Office · My Continuity · My Compliance,Chat.AI — private-tenant enterprise AI | My AI — AI strategy session: 30-min assessment of where AI moves the needle | Nexus Assess Pulse — external vuln + pen-test for cyber insurance | My AI Lead Gen — AI-driven outbound lead generation | My SEO — digital presence + search visibility
DIVINE BUILDERS,800-671-7049,http://www.divinebuildersinc.com,6251 Chimineas Ave,Los Angeles,California,91335,Construction,Jobsite + HQ managed IT + CrowdStrike endpoint + datacenter migration,My IT · My Security · My Continuity · My Cloud · My Office,"Nexus Assess Pulse — cyber-insurance renewal + GC security questionnaire evidence | My AI Lead Gen — AI-driven construction lead gen from permits, DRB agendas, HOA filings (3-6 mo earlier than competitors) | My AI — project-management automation, RFI/submittal triage, estimating assist | My Cloud — hosted datacenter + Azure AD hybrid (retire aging on-prem servers) | My Compliance — CMMC-aware posture for federal/defense-adjacent work"
EPC - Efficient Power Conversion,310-615-0282,http://www.epc-co.com,909 North Sepulveda Boulevard,El Segundo,California,90245,Other,Universal SMB managed IT + security + M365,My IT · My Security · My Office · My Continuity · My Compliance,Chat.AI — private-tenant enterprise AI | My AI — AI strategy session: 30-min assessment of where AI moves the needle | Nexus Assess Pulse — external vuln + pen-test for cyber insurance | My AI Lead Gen — AI-driven outbound lead generation | My SEO — digital presence + search visibility
MediaAlpha,213-316-6256,http://www.mediaalpha.com,700 South Flower Street,Los Angeles,California,90017,Marketing & Media,Creative-studio IT + M365 + Adobe CC + render/storage,My IT · My Cloud · My Office · My Security · My SEO,My AI Lead Gen — agency prospect gen from public business signals | Chat.AI — creative-brief and copy AI (private; no client-IP training) | My AI — content production pipeline automation | My SEO — agency's own SEO (practice what you preach) | My Dev — custom creative ops tooling / CMS integrations
